;Observer;Condition;Block;Percept;Onset;Duration;Block duration;SessionID
0;i02;Scrambled static;0.0;1.0;1.4850850105285645;58.51534700393677;60.0;2016-06-23-10-28-00
1;i02;Scrambled static;1.0;1.0;1.435082197189331;58.565349817276;60.0;2016-06-23-10-28-00
2;i02;Upright walker;2.0;1.0;1.8181040287017822;6.506371974945068;60.0;2016-06-23-10-28-00
3;i02;Upright walker;2.0;-1.0;8.32447600364685;0.08200407028198242;60.0;2016-06-23-10-28-00
4;i02;Upright walker;2.0;1.0;8.406480073928833;35.963056802749634;60.0;2016-06-23-10-28-00
5;i02;Upright walker;2.0;-1.0;44.36953687667847;15.646895170211792;60.0;2016-06-23-10-28-00
6;i02;Inverted walker;3.0;-1.0;1.9861130714416504;58.030319929122925;60.0;2016-06-23-10-28-00
7;i02;Scrambled moving;4.0;1.0;5.071290016174316;1.5840909481048584;60.0;2016-06-23-10-28-00
8;i02;Scrambled moving;4.0;-1.0;7.006401062011719;10.641607999801636;60.0;2016-06-23-10-28-00
9;i02;Scrambled moving;4.0;-1.0;18.249044179916382;1.8681068420410156;60.0;2016-06-23-10-28-00
10;i02;Scrambled moving;4.0;-1.0;20.484172105789185;3.119178056716919;60.0;2016-06-23-10-28-00
11;i02;Scrambled moving;4.0;-1.0;23.836363077163696;1.5680899620056152;60.0;2016-06-23-10-28-00
12;i02;Scrambled moving;4.0;-1.0;25.688469171524048;1.3010749816894531;60.0;2016-06-23-10-28-00
13;i02;Scrambled moving;4.0;-1.0;27.40656805038452;1.2840731143951416;60.0;2016-06-23-10-28-00
14;i02;Scrambled moving;4.0;-1.0;29.17466902732849;1.6340930461883545;60.0;2016-06-23-10-28-00
15;i02;Scrambled moving;4.0;-1.0;31.24278712272644;1.3510768413543701;60.0;2016-06-23-10-28-00
16;i02;Scrambled moving;4.0;-1.0;33.06089115142822;1.4180808067321777;60.0;2016-06-23-10-28-00
17;i02;Scrambled moving;4.0;-1.0;34.878995180130005;1.435081958770752;60.0;2016-06-23-10-28-00
18;i02;Scrambled moving;4.0;-1.0;36.564090967178345;1.9351110458374023;60.0;2016-06-23-10-28-00
19;i02;Scrambled moving;4.0;-1.0;39.14923906326294;1.6850969791412354;60.0;2016-06-23-10-28-00
20;i02;Scrambled moving;4.0;-1.0;41.284361124038696;1.6850969791412354;60.0;2016-06-23-10-28-00
21;i02;Scrambled moving;4.0;-1.0;43.803505182266235;1.8511059284210205;60.0;2016-06-23-10-28-00
22;i02;Scrambled moving;4.0;-1.0;47.33970808982849;1.4840850830078125;60.0;2016-06-23-10-28-00
23;i02;Scrambled moving;4.0;1.0;49.641839027404785;0.7500431537628174;60.0;2016-06-23-10-28-00
24;i02;Scrambled moving;4.0;-1.0;57.58129405975342;2.4351389408111572;60.0;2016-06-23-10-28-00
