;Observer;Condition;Block;Percept;Onset;Duration;Block duration;SessionID
0;i06;Scrambled static;0.0;-1.0;2.9191670417785645;33.69492697715759;60.0;2016-06-22-16-50-54
1;i06;Scrambled static;0.0;1.0;36.61409401893616;23.402337789535522;60.0;2016-06-22-16-50-54
2;i06;Scrambled static;1.0;-1.0;1.4680840969085693;22.885308980941772;60.0;2016-06-22-16-50-54
3;i06;Scrambled static;1.0;1.0;24.353393077850342;26.555518865585327;60.0;2016-06-22-16-50-54
4;i06;Scrambled static;1.0;-1.0;50.90891194343567;9.107521057128906;60.0;2016-06-22-16-50-54
5;i06;Upright walker;2.0;-1.0;4.37024998664856;20.867193937301636;60.0;2016-06-22-16-50-54
6;i06;Upright walker;2.0;1.0;25.237443923950195;34.77898907661438;60.0;2016-06-22-16-50-54
7;i06;Inverted walker;3.0;1.0;3.0191729068756104;1.2010688781738281;60.0;2016-06-22-16-50-54
8;i06;Inverted walker;3.0;-1.0;6.3723649978637695;3.0691750049591064;60.0;2016-06-22-16-50-54
9;i06;Inverted walker;3.0;1.0;12.477713823318481;3.0191731452941895;60.0;2016-06-22-16-50-54
10;i06;Inverted walker;3.0;1.0;16.497943878173828;1.1170639991760254;60.0;2016-06-22-16-50-54
11;i06;Inverted walker;3.0;-1.0;18.49905776977539;2.519144058227539;60.0;2016-06-22-16-50-54
12;i06;Inverted walker;3.0;1.0;29.057661771774292;0.7010400295257568;60.0;2016-06-22-16-50-54
13;i06;Inverted walker;3.0;1.0;30.408739805221558;1.2510709762573242;60.0;2016-06-22-16-50-54
14;i06;Inverted walker;3.0;1.0;32.41085386276245;1.534088134765625;60.0;2016-06-22-16-50-54
15;i06;Inverted walker;3.0;1.0;34.81299090385437;0.8000459671020508;60.0;2016-06-22-16-50-54
16;i06;Inverted walker;3.0;1.0;36.381080865859985;1.6670961380004883;60.0;2016-06-22-16-50-54
17;i06;Inverted walker;3.0;1.0;38.566205978393555;1.9341108798980713;60.0;2016-06-22-16-50-54
18;i06;Inverted walker;3.0;1.0;43.00246000289917;8.373478889465332;60.0;2016-06-22-16-50-54
19;i06;Inverted walker;3.0;-1.0;54.662126779556274;3.2701871395111084;60.0;2016-06-22-16-50-54
20;i06;Scrambled moving;4.0;1.0;12.593719959259033;4.287245035171509;60.0;2016-06-22-16-50-54
21;i06;Scrambled moving;4.0;1.0;22.735300064086914;13.694783926010132;60.0;2016-06-22-16-50-54
22;i06;Scrambled moving;4.0;1.0;44.88756704330444;0.8000459671020508;60.0;2016-06-22-16-50-54
23;i06;Scrambled moving;4.0;1.0;51.575949907302856;7.356420993804932;60.0;2016-06-22-16-50-54
