;Observer;Condition;Block;Percept;Onset;Duration;Block duration;SessionID
0;i08;Scrambled static;0.0;1.0;14.911853075027466;29.157668113708496;60.0;2016-06-23-09-20-25
1;i08;Scrambled static;0.0;-1.0;44.06952118873596;15.946911811828613;60.0;2016-06-23-09-20-25
2;i08;Scrambled static;1.0;1.0;2.168123960494995;9.091519832611084;60.0;2016-06-23-09-20-25
3;i08;Scrambled static;1.0;-1.0;11.259643793106079;8.923510074615479;60.0;2016-06-23-09-20-25
4;i08;Scrambled static;1.0;1.0;20.183153867721558;3.5532031059265137;60.0;2016-06-23-09-20-25
5;i08;Scrambled static;1.0;-1.0;23.73635697364807;4.637264966964722;60.0;2016-06-23-09-20-25
6;i08;Scrambled static;1.0;1.0;28.373621940612793;31.642809867858887;60.0;2016-06-23-09-20-25
7;i08;Upright walker;2.0;1.0;2.051117181777954;57.965314865112305;60.0;2016-06-23-09-20-25
8;i08;Inverted walker;3.0;1.0;1.884108066558838;3.7702150344848633;60.0;2016-06-23-09-20-25
9;i08;Inverted walker;3.0;-1.0;5.654323101043701;4.48725700378418;60.0;2016-06-23-09-20-25
10;i08;Inverted walker;3.0;1.0;10.14158010482788;9.87456488609314;60.0;2016-06-23-09-20-25
11;i08;Inverted walker;3.0;-1.0;20.01614499092102;2.2021260261535645;60.0;2016-06-23-09-20-25
12;i08;Inverted walker;3.0;1.0;22.218271017074585;14.01180100440979;60.0;2016-06-23-09-20-25
13;i08;Inverted walker;3.0;-1.0;36.230072021484375;4.069232940673828;60.0;2016-06-23-09-20-25
14;i08;Inverted walker;3.0;1.0;40.2993049621582;1.902109146118164;60.0;2016-06-23-09-20-25
15;i08;Inverted walker;3.0;-1.0;42.20141410827637;1.6510939598083496;60.0;2016-06-23-09-20-25
16;i08;Inverted walker;3.0;1.0;43.85250806808472;2.5521459579467773;60.0;2016-06-23-09-20-25
17;i08;Inverted walker;3.0;-1.0;46.404654026031494;2.00211501121521;60.0;2016-06-23-09-20-25
18;i08;Inverted walker;3.0;1.0;48.406769037246704;1.6680948734283447;60.0;2016-06-23-09-20-25
19;i08;Inverted walker;3.0;-1.0;50.07486391067505;2.518144130706787;60.0;2016-06-23-09-20-25
20;i08;Inverted walker;3.0;1.0;52.593008041381836;3.3861939907073975;60.0;2016-06-23-09-20-25
21;i08;Inverted walker;3.0;-1.0;55.97920203208923;4.037230968475342;60.0;2016-06-23-09-20-25
22;i08;Scrambled moving;4.0;1.0;2.519144058227539;8.940510988235474;60.0;2016-06-23-09-20-25
23;i08;Scrambled moving;4.0;-1.0;11.459655046463013;0.1000058650970459;60.0;2016-06-23-09-20-25
24;i08;Scrambled moving;4.0;-1.0;15.246871948242188;1.7180979251861572;60.0;2016-06-23-09-20-25
25;i08;Scrambled moving;4.0;1.0;16.964969873428345;4.622265100479126;60.0;2016-06-23-09-20-25
26;i08;Scrambled moving;4.0;-1.0;21.58723497390747;4.518258094787598;60.0;2016-06-23-09-20-25
27;i08;Scrambled moving;4.0;1.0;26.10549306869507;8.006457805633545;60.0;2016-06-23-09-20-25
28;i08;Scrambled moving;4.0;-1.0;34.11195087432861;8.056461095809937;60.0;2016-06-23-09-20-25
29;i08;Scrambled moving;4.0;1.0;42.16841197013855;4.154237985610962;60.0;2016-06-23-09-20-25
30;i08;Scrambled moving;4.0;-1.0;46.32264995574951;9.957569122314453;60.0;2016-06-23-09-20-25
31;i08;Scrambled moving;4.0;1.0;56.280219078063965;1.9181098937988281;60.0;2016-06-23-09-20-25
32;i08;Scrambled moving;4.0;-1.0;58.19832897186279;1.802103042602539;60.0;2016-06-23-09-20-25
