;Observer;Condition;Block;Percept;Onset;Duration;Block duration;SessionID
0;n18;Inverted walker;0.0;-1.0;27.2550001144;1.33500003815;60.0;2015-10-19-17-07-15
1;n18;Inverted walker;0.0;-1.0;29.7569999695;0.551000118256;60.0;2015-10-19-17-07-15
2;n18;Inverted walker;0.0;1.0;34.7290000916;0.75;60.0;2015-10-19-17-07-15
3;n18;Inverted walker;0.0;1.0;36.5800001621;0.866999864578;60.0;2015-10-19-17-07-15
4;n18;Inverted walker;0.0;1.0;38.6649999619;0.684000015259;60.0;2015-10-19-17-07-15
5;n18;Inverted walker;0.0;1.0;40.4330000877;0.800999879837;60.0;2015-10-19-17-07-15
6;n18;Inverted walker;0.0;1.0;42.3010001183;0.651000022888;60.0;2015-10-19-17-07-15
7;n18;Inverted walker;0.0;1.0;43.8860001564;0.533999919891;60.0;2015-10-19-17-07-15
8;n18;Inverted walker;0.0;-1.0;45.7369999886;0.584000110626;60.0;2015-10-19-17-07-15
9;n18;Inverted walker;0.0;-1.0;47.4550001621;0.684000015259;60.0;2015-10-19-17-07-15
10;n18;Inverted walker;0.0;1.0;49.2899999619;0.568000078201;60.0;2015-10-19-17-07-15
11;n18;Inverted walker;0.0;1.0;51.2590000629;0.117000102997;60.0;2015-10-19-17-07-15
12;n18;Inverted walker;0.0;1.0;53.0770001411;0.516999959946;60.0;2015-10-19-17-07-15
13;n18;Inverted walker;0.0;-1.0;54.5450000763;0.516999959946;60.0;2015-10-19-17-07-15
14;n18;Inverted walker;0.0;-1.0;56.1130001545;0.549999952316;60.0;2015-10-19-17-07-15
15;n18;Inverted walker;0.0;-1.0;57.731000185;0.533999919891;60.0;2015-10-19-17-07-15
16;n18;Upright walker;1.0;1.0;6.78999996185;52.3600001335;60.0;2015-10-19-17-07-15
17;n18;Upright walker;1.0;-1.0;59.25;0.75;60.0;2015-10-19-17-07-15
18;n18;Upright walker;2.0;1.0;3.78600001335;19.7160000801;60.0;2015-10-19-17-07-15
19;n18;Upright walker;2.0;-1.0;23.6860001087;28.4570000172;60.0;2015-10-19-17-07-15
20;n18;Upright walker;2.0;1.0;53.1940000057;6.8220000267;60.0;2015-10-19-17-07-15
21;n18;Inverted walker;3.0;-1.0;24.4359998703;0.834000110626;60.0;2015-10-19-17-07-15
22;n18;Inverted walker;3.0;1.0;25.7709999084;1.16700005531;60.0;2015-10-19-17-07-15
23;n18;Inverted walker;3.0;1.0;33.378000021;0.883999824524;60.0;2015-10-19-17-07-15
24;n18;Inverted walker;3.0;-1.0;34.7949998379;1.11800003052;60.0;2015-10-19-17-07-15
25;n18;Inverted walker;3.0;1.0;36.4800000191;0.866999864578;60.0;2015-10-19-17-07-15
26;n18;Inverted walker;3.0;1.0;39.2819998264;0.684000015259;60.0;2015-10-19-17-07-15
27;n18;Inverted walker;3.0;1.0;40.7170000076;0.849999904633;60.0;2015-10-19-17-07-15
28;n18;Inverted walker;3.0;1.0;42.4509999752;0.766999959946;60.0;2015-10-19-17-07-15
29;n18;Inverted walker;3.0;-1.0;43.868999958;0.766999959946;60.0;2015-10-19-17-07-15
30;n18;Inverted walker;3.0;1.0;47.8229999542;0.467000007629;60.0;2015-10-19-17-07-15
31;n18;Inverted walker;3.0;1.0;49.7249999046;0.650000095367;60.0;2015-10-19-17-07-15
32;n18;Inverted walker;3.0;1.0;51.1919999123;0.750999927521;60.0;2015-10-19-17-07-15
33;n18;Inverted walker;3.0;-1.0;52.743999958;0.599999904633;60.0;2015-10-19-17-07-15
34;n18;Inverted walker;3.0;1.0;54.5449998379;0.733999967575;60.0;2015-10-19-17-07-15
35;n18;Inverted walker;3.0;1.0;56.2630000114;0.666999816895;60.0;2015-10-19-17-07-15
36;n18;Inverted walker;4.0;1.0;21.1019999981;0.68399977684;60.0;2015-10-19-17-07-15
37;n18;Inverted walker;4.0;1.0;22.7029998302;0.501000165939;60.0;2015-10-19-17-07-15
38;n18;Inverted walker;4.0;-1.0;24.504999876;0.450000047684;60.0;2015-10-19-17-07-15
39;n18;Inverted walker;4.0;1.0;26.0889999866;0.533999919891;60.0;2015-10-19-17-07-15
40;n18;Inverted walker;4.0;1.0;30.0089998245;0.549999952316;60.0;2015-10-19-17-07-15
41;n18;Inverted walker;4.0;1.0;31.5429999828;0.617999792099;60.0;2015-10-19-17-07-15
42;n18;Inverted walker;4.0;1.0;33.1949999332;0.667000055313;60.0;2015-10-19-17-07-15
43;n18;Inverted walker;4.0;1.0;34.8629999161;0.651000022888;60.0;2015-10-19-17-07-15
44;n18;Inverted walker;4.0;-1.0;36.6150000095;0.483999967575;60.0;2015-10-19-17-07-15
45;n18;Inverted walker;4.0;1.0;39.1499998569;0.233999967575;60.0;2015-10-19-17-07-15
46;n18;Inverted walker;4.0;1.0;40.4679999352;0.634000062943;60.0;2015-10-19-17-07-15
47;n18;Inverted walker;4.0;1.0;42.2359998226;0.567000150681;60.0;2015-10-19-17-07-15
48;n18;Inverted walker;4.0;1.0;43.7369999886;0.583999872208;60.0;2015-10-19-17-07-15
49;n18;Inverted walker;4.0;1.0;45.3379998207;0.584000110626;60.0;2015-10-19-17-07-15
50;n18;Inverted walker;4.0;1.0;47.0230000019;0.616999864578;60.0;2015-10-19-17-07-15
51;n18;Inverted walker;4.0;1.0;52.6109998226;0.618000030518;60.0;2015-10-19-17-07-15
52;n18;Inverted walker;4.0;1.0;54.3299999237;0.532999992371;60.0;2015-10-19-17-07-15
53;n18;Inverted walker;4.0;1.0;55.9479999542;0.549999952316;60.0;2015-10-19-17-07-15
54;n18;Inverted walker;4.0;1.0;57.5319998264;0.651000022888;60.0;2015-10-19-17-07-15
55;n18;Upright walker;5.0;1.0;1.96800017357;1.16799998283;60.0;2015-10-19-17-07-15
56;n18;Upright walker;5.0;-1.0;3.35300016403;1.38400006294;60.0;2015-10-19-17-07-15
57;n18;Upright walker;5.0;1.0;5.05400013924;0.884000062943;60.0;2015-10-19-17-07-15
58;n18;Upright walker;5.0;-1.0;7.02200007439;4.80500006676;60.0;2015-10-19-17-07-15
59;n18;Upright walker;5.0;1.0;11.8440001011;1.40100002289;60.0;2015-10-19-17-07-15
60;n18;Upright walker;5.0;-1.0;13.3280000687;1.80100011826;60.0;2015-10-19-17-07-15
61;n18;Upright walker;5.0;1.0;15.4960000515;1.43499994278;60.0;2015-10-19-17-07-15
62;n18;Upright walker;5.0;-1.0;17.2140002251;26.4729998112;60.0;2015-10-19-17-07-15
63;n18;Upright walker;5.0;1.0;43.7039999962;2.4350001812;60.0;2015-10-19-17-07-15
64;n18;Upright walker;5.0;-1.0;46.2220001221;7.72300004959;60.0;2015-10-19-17-07-15
65;n18;Upright walker;5.0;1.0;53.9450001717;6.05599999428;60.0;2015-10-19-17-07-15
66;n18;Upright walker;6.0;1.0;1.95200014114;4.97000002861;60.0;2015-10-19-17-07-15
67;n18;Upright walker;6.0;-1.0;6.9390001297;4.76999998093;60.0;2015-10-19-17-07-15
68;n18;Upright walker;6.0;1.0;11.7260000706;2.78600001335;60.0;2015-10-19-17-07-15
69;n18;Upright walker;6.0;-1.0;14.5120000839;7.99000000954;60.0;2015-10-19-17-07-15
70;n18;Upright walker;6.0;1.0;22.5020000935;2.25200009346;60.0;2015-10-19-17-07-15
71;n18;Upright walker;6.0;-1.0;24.7540001869;1.13399982452;60.0;2015-10-19-17-07-15
72;n18;Upright walker;6.0;1.0;25.8880000114;8.82500004768;60.0;2015-10-19-17-07-15
73;n18;Upright walker;6.0;-1.0;34.7130000591;5.20399999619;60.0;2015-10-19-17-07-15
74;n18;Upright walker;6.0;1.0;39.9170000553;5.67100000381;60.0;2015-10-19-17-07-15
75;n18;Upright walker;6.0;-1.0;45.6040000916;4.95499992371;60.0;2015-10-19-17-07-15
76;n18;Upright walker;6.0;1.0;50.5590000153;5.15400004387;60.0;2015-10-19-17-07-15
77;n18;Upright walker;6.0;-1.0;55.7130000591;4.28699994087;60.0;2015-10-19-17-07-15
79;n18;Inverted walker;7.0;1.0;61;0;60.0;2015-10-19-17-07-15
78;n18;Inverted walker;8.0;1.0;10.8259999752;0.0999999046326;60.0;2015-10-20-12-31-54
79;n18;Inverted walker;8.0;1.0;12.2269999981;3.73600006104;60.0;2015-10-20-12-31-54
80;n18;Inverted walker;8.0;1.0;17.0309998989;0.600000143051;60.0;2015-10-20-12-31-54
81;n18;Inverted walker;8.0;1.0;25.754999876;0.768000125885;60.0;2015-10-20-12-31-54
82;n18;Inverted walker;8.0;1.0;27.4900000095;0.533999919891;60.0;2015-10-20-12-31-54
