;Observer;Condition;Block;Percept;Onset;Duration;Block duration;SessionID
0;n15;Inverted walker;0.0;1.0;4.71926999092;0.201010942459;60.0;2016-03-07-15-01-06
1;n15;Inverted walker;0.0;1.0;5.37030696869;1.06706094742;60.0;2016-03-07-15-01-06
2;n15;Inverted walker;0.0;-1.0;6.93839693069;1.65109395981;60.0;2016-03-07-15-01-06
3;n15;Inverted walker;0.0;1.0;11.0086300373;2.18512487411;60.0;2016-03-07-15-01-06
4;n15;Inverted walker;0.0;-1.0;13.3097610474;0.868049860001;60.0;2016-03-07-15-01-06
5;n15;Inverted walker;0.0;-1.0;14.2108130455;0.167008876801;60.0;2016-03-07-15-01-06
6;n15;Inverted walker;0.0;1.0;14.5108299255;3.60320615768;60.0;2016-03-07-15-01-06
7;n15;Inverted walker;0.0;-1.0;19.1480948925;0.601035118103;60.0;2016-03-07-15-01-06
8;n15;Inverted walker;0.0;1.0;20.5161731243;1.15106582642;60.0;2016-03-07-15-01-06
9;n15;Inverted walker;0.0;1.0;24.8364210129;1.88510704041;60.0;2016-03-07-15-01-06
10;n15;Inverted walker;0.0;1.0;28.2556159496;1.55108904839;60.0;2016-03-07-15-01-06
11;n15;Inverted walker;0.0;1.0;34.7439870834;0.568032979965;60.0;2016-03-07-15-01-06
12;n15;Inverted walker;0.0;1.0;40.8493359089;0.884051084518;60.0;2016-03-07-15-01-06
13;n15;Inverted walker;0.0;-1.0;45.8036201;0.717041015625;60.0;2016-03-07-15-01-06
14;n15;Inverted walker;0.0;1.0;48.4387710094;0.768043041229;60.0;2016-03-07-15-01-06
15;n15;Inverted walker;0.0;1.0;58.8473660946;0.868048906326;60.0;2016-03-07-15-01-06
16;n15;Upright walker;1.0;-1.0;4.12023591995;9.69055390358;60.0;2016-03-07-15-01-06
17;n15;Upright walker;1.0;1.0;13.8947949409;9.62455105782;60.0;2016-03-07-15-01-06
18;n15;Upright walker;1.0;-1.0;23.5863490105;17.731014967;60.0;2016-03-07-15-01-06
19;n15;Upright walker;1.0;1.0;41.4673719406;6.17135286331;60.0;2016-03-07-15-01-06
20;n15;Upright walker;1.0;-1.0;47.7897338867;5.73732805252;60.0;2016-03-07-15-01-06
21;n15;Upright walker;1.0;1.0;53.5440628529;6.18835401535;60.0;2016-03-07-15-01-06
22;n15;Upright walker;1.0;-1.0;59.7994208336;0.217012166977;60.0;2016-03-07-15-01-06
23;n15;Upright walker;2.0;-1.0;0.800045013428;0.417023897171;60.0;2016-03-07-15-01-06
24;n15;Upright walker;2.0;-1.0;1.23406982422;0.600033998489;60.0;2016-03-07-15-01-06
25;n15;Upright walker;2.0;1.0;1.98411297798;4.97128391266;60.0;2016-03-07-15-01-06
26;n15;Upright walker;2.0;-1.0;6.98839902878;2.85216283798;60.0;2016-03-07-15-01-06
27;n15;Upright walker;2.0;1.0;9.90756583214;1.40108013153;60.0;2016-03-07-15-01-06
28;n15;Upright walker;2.0;-1.0;11.6426649094;1.76810193062;60.0;2016-03-07-15-01-06
29;n15;Upright walker;2.0;1.0;13.5107719898;4.15323781967;60.0;2016-03-07-15-01-06
30;n15;Upright walker;2.0;1.0;18.0140299797;1.86910700798;60.0;2016-03-07-15-01-06
31;n15;Upright walker;2.0;-1.0;19.8991379738;5.92133784294;60.0;2016-03-07-15-01-06
32;n15;Upright walker;2.0;1.0;25.8704788685;3.5372030735;60.0;2016-03-07-15-01-06
33;n15;Upright walker;2.0;1.0;29.4906859398;1.71809887886;60.0;2016-03-07-15-01-06
34;n15;Upright walker;2.0;-1.0;31.2087848186;6.07134699821;60.0;2016-03-07-15-01-06
35;n15;Upright walker;2.0;1.0;37.3641369343;0.150007963181;60.0;2016-03-07-15-01-06
36;n15;Upright walker;2.0;1.0;38.1811828613;1.46808409691;60.0;2016-03-07-15-01-06
37;n15;Upright walker;2.0;-1.0;40.0492899418;1.20106887817;60.0;2016-03-07-15-01-06
38;n15;Upright walker;2.0;1.0;42.3844239712;1.61809182167;60.0;2016-03-07-15-01-06
39;n15;Upright walker;2.0;1.0;44.7865610123;2.65215182304;60.0;2016-03-07-15-01-06
40;n15;Upright walker;2.0;-1.0;47.5387189388;5.72132706642;60.0;2016-03-07-15-01-06
41;n15;Upright walker;2.0;1.0;53.5600628853;2.41913795471;60.0;2016-03-07-15-01-06
42;n15;Upright walker;2.0;-1.0;56.1122088432;3.90322303772;60.0;2016-03-07-15-01-06
43;n15;Inverted walker;3.0;1.0;3.90322303772;1.9851140976;60.0;2016-03-07-15-01-06
44;n15;Inverted walker;3.0;-1.0;5.88833713531;1.9851129055;60.0;2016-03-07-15-01-06
45;n15;Inverted walker;3.0;1.0;7.99045705795;1.55108904839;60.0;2016-03-07-15-01-06
46;n15;Inverted walker;3.0;-1.0;9.70855522156;2.06811881065;60.0;2016-03-07-15-01-06
47;n15;Inverted walker;3.0;1.0;11.9096810818;1.85210609436;60.0;2016-03-07-15-01-06
48;n15;Inverted walker;3.0;-1.0;13.9447979927;1.43508219719;60.0;2016-03-07-15-01-06
49;n15;Inverted walker;3.0;1.0;16.1139221191;2.28513002396;60.0;2016-03-07-15-01-06
50;n15;Inverted walker;3.0;-1.0;18.3990521431;2.05111789703;60.0;2016-03-07-15-01-06
51;n15;Inverted walker;3.0;-1.0;23.0863201618;0.767043828964;60.0;2016-03-07-15-01-06
52;n15;Inverted walker;3.0;1.0;28.640638113;0.884051084518;60.0;2016-03-07-15-01-06
53;n15;Inverted walker;3.0;1.0;36.7311010361;1.36707806587;60.0;2016-03-07-15-01-06
54;n15;Inverted walker;3.0;-1.0;45.6376101971;2.8531639576;60.0;2016-03-07-15-01-06
55;n15;Inverted walker;3.0;1.0;48.5407760143;2.05111813545;60.0;2016-03-07-15-01-06
56;n15;Inverted walker;3.0;-1.0;52.911026001;5.13729405403;60.0;2016-03-07-15-01-06
57;n15;Inverted walker;3.0;-1.0;59.0823791027;0.934053897858;60.0;2016-03-07-15-01-06
58;n15;Inverted walker;4.0;-1.0;4.6712667942;0.650037050247;60.0;2016-03-07-15-01-06
59;n15;Inverted walker;4.0;-1.0;6.88939380646;0.617035150528;60.0;2016-03-07-15-01-06
60;n15;Inverted walker;4.0;-1.0;14.1788108349;1.30107402802;60.0;2016-03-07-15-01-06
61;n15;Inverted walker;4.0;-1.0;16.3309338093;1.41708111763;60.0;2016-03-07-15-01-06
62;n15;Inverted walker;4.0;-1.0;18.7820739746;1.23507094383;60.0;2016-03-07-15-01-06
63;n15;Inverted walker;4.0;-1.0;22.5852918625;0.818046092987;60.0;2016-03-07-15-01-06
64;n15;Inverted walker;4.0;-1.0;28.6736397743;0.634036064148;60.0;2016-03-07-15-01-06
65;n15;Inverted walker;4.0;-1.0;30.6587529182;0.684038877487;60.0;2016-03-07-15-01-06
66;n15;Inverted walker;4.0;1.0;34.9129970074;0.550030946732;60.0;2016-03-07-15-01-06
67;n15;Inverted walker;4.0;-1.0;36.5640909672;0.617034912109;60.0;2016-03-07-15-01-06
68;n15;Inverted walker;4.0;-1.0;39.1662399769;1.05105996132;60.0;2016-03-07-15-01-06
69;n15;Inverted walker;4.0;-1.0;46.488658905;3.90322303772;60.0;2016-03-07-15-01-06
70;n15;Inverted walker;4.0;-1.0;52.4099969864;1.33507680893;60.0;2016-03-07-15-01-06
71;n15;Inverted walker;4.0;1.0;54.7621319294;0.801045894623;60.0;2016-03-07-15-01-06
72;n15;Inverted walker;4.0;-1.0;56.9802589417;0.834048032761;60.0;2016-03-07-15-01-06
73;n15;Upright walker;5.0;1.0;2.01811599731;5.28730201721;60.0;2016-03-07-15-01-06
74;n15;Upright walker;5.0;-1.0;7.32241916656;5.58731985092;60.0;2016-03-07-15-01-06
75;n15;Upright walker;5.0;1.0;12.9767420292;5.98834300041;60.0;2016-03-07-15-01-06
76;n15;Upright walker;5.0;-1.0;19.2150990963;6.33836293221;60.0;2016-03-07-15-01-06
77;n15;Upright walker;5.0;1.0;25.6874690056;1.93511104584;60.0;2016-03-07-15-01-06
78;n15;Upright walker;5.0;-1.0;27.8055911064;1.56808900833;60.0;2016-03-07-15-01-06
79;n15;Upright walker;5.0;1.0;29.6906981468;5.62132191658;60.0;2016-03-07-15-01-06
80;n15;Upright walker;5.0;-1.0;35.3120200634;1.93511104584;60.0;2016-03-07-15-01-06
81;n15;Upright walker;5.0;-1.0;38.3641951084;3.10317707062;60.0;2016-03-07-15-01-06
82;n15;Upright walker;5.0;1.0;41.6503829956;5.77133011818;60.0;2016-03-07-15-01-06
83;n15;Upright walker;5.0;-1.0;47.4887161255;5.87133598328;60.0;2016-03-07-15-01-06
84;n15;Upright walker;5.0;1.0;53.3770530224;4.42025303841;60.0;2016-03-07-15-01-06
85;n15;Upright walker;5.0;-1.0;57.8143069744;2.20112609863;60.0;2016-03-07-15-01-06
86;n15;Upright walker;6.0;1.0;2.35213494301;3.88622188568;60.0;2016-03-07-15-01-06
87;n15;Upright walker;6.0;-1.0;6.23835682869;3.85321998596;60.0;2016-03-07-15-01-06
88;n15;Upright walker;6.0;1.0;10.1255788803;0.117007017136;60.0;2016-03-07-15-01-06
89;n15;Upright walker;6.0;1.0;10.3925938606;1.30107498169;60.0;2016-03-07-15-01-06
90;n15;Upright walker;6.0;-1.0;11.7766740322;1.10106277466;60.0;2016-03-07-15-01-06
