;Observer;Condition;Block;Percept;Onset;Duration;Block duration;SessionID
0;n17;Scrambled static;0.0;1.0;1.18400001526;11.4769999981;60.0;2015-10-09-12-18-48
1;n17;Scrambled static;0.0;-1.0;12.6610000134;47.3550000191;60.0;2015-10-09-12-18-48
2;n17;Scrambled static;1.0;1.0;1.88499999046;17.2650001049;60.0;2015-10-09-12-18-48
3;n17;Scrambled static;1.0;-1.0;19.1500000954;40.8499999046;60.0;2015-10-09-12-18-48
4;n17;Inverted walker;2.0;-1.0;4.33699989319;1.60100007057;60.0;2015-10-09-12-18-48
5;n17;Inverted walker;2.0;-1.0;12.3429999352;2.40199995041;60.0;2015-10-09-12-18-48
6;n17;Inverted walker;2.0;1.0;31.7589998245;0.667000055313;60.0;2015-10-09-12-18-48
7;n17;Inverted walker;2.0;1.0;33.243999958;0.849999904633;60.0;2015-10-09-12-18-48
8;n17;Inverted walker;2.0;-1.0;34.7459998131;1.00100016594;60.0;2015-10-09-12-18-48
9;n17;Inverted walker;2.0;-1.0;36.263999939;0.782999992371;60.0;2015-10-09-12-18-48
10;n17;Inverted walker;2.0;-1.0;38.0149998665;0.816999912262;60.0;2015-10-09-12-18-48
11;n17;Inverted walker;2.0;-1.0;39.8159999847;0.950999975204;60.0;2015-10-09-12-18-48
12;n17;Inverted walker;2.0;-1.0;41.8009998798;0.801000118256;60.0;2015-10-09-12-18-48
13;n17;Inverted walker;2.0;-1.0;43.635999918;0.967000007629;60.0;2015-10-09-12-18-48
14;n17;Inverted walker;2.0;-1.0;45.4539999962;0.850999832153;60.0;2015-10-09-12-18-48
15;n17;Inverted walker;2.0;-1.0;48.4729998112;0.767000198364;60.0;2015-10-09-12-18-48
16;n17;Inverted walker;2.0;-1.0;50.4409999847;0.833999872208;60.0;2015-10-09-12-18-48
17;n17;Inverted walker;2.0;-1.0;52.393999815;0.950000047684;60.0;2015-10-09-12-18-48
18;n17;Inverted walker;2.0;-1.0;54.2789998055;0.950000047684;60.0;2015-10-09-12-18-48
19;n17;Inverted walker;2.0;-1.0;56.5639998913;0.299999952316;60.0;2015-10-09-12-18-48
20;n17;Inverted walker;2.0;-1.0;57.3980000019;1.03399991989;60.0;2015-10-09-12-18-48
21;n17;Upright walker;3.0;1.0;3.53600001335;3.65400004387;60.0;2015-10-09-12-18-48
22;n17;Upright walker;3.0;-1.0;7.38999986649;52.6100001335;60.0;2015-10-09-12-18-48
23;n17;Scrambled moving;4.0;-1.0;2.81900000572;0.766999959946;60.0;2015-10-09-12-18-48
24;n17;Scrambled moving;4.0;-1.0;3.93600010872;1.85199999809;60.0;2015-10-09-12-18-48
25;n17;Scrambled moving;4.0;-1.0;6.68799996376;0.884000062943;60.0;2015-10-09-12-18-48
26;n17;Scrambled moving;4.0;-1.0;8.44000005722;0.867000102997;60.0;2015-10-09-12-18-48
27;n17;Scrambled moving;4.0;-1.0;10.3410000801;0.96799993515;60.0;2015-10-09-12-18-48
28;n17;Scrambled moving;4.0;-1.0;12.3259999752;0.817000150681;60.0;2015-10-09-12-18-48
29;n17;Scrambled moving;4.0;-1.0;13.9279999733;0.951000213623;60.0;2015-10-09-12-18-48
30;n17;Scrambled moving;4.0;-1.0;15.8970000744;0.650000095367;60.0;2015-10-09-12-18-48
31;n17;Scrambled moving;4.0;-1.0;17.6480000019;0.667000055313;60.0;2015-10-09-12-18-48
32;n17;Scrambled moving;4.0;-1.0;19.1660001278;0.733999967575;60.0;2015-10-09-12-18-48
33;n17;Scrambled moving;4.0;-1.0;20.9000000954;0.71799993515;60.0;2015-10-09-12-18-48
34;n17;Scrambled moving;4.0;-1.0;22.6349999905;0.700999975204;60.0;2015-10-09-12-18-48
35;n17;Scrambled moving;4.0;-1.0;24.3860001564;0.883999824524;60.0;2015-10-09-12-18-48
36;n17;Scrambled moving;4.0;-1.0;26.3710000515;0.768000125885;60.0;2015-10-09-12-18-48
37;n17;Scrambled moving;4.0;-1.0;28.0390000343;0.733999967575;60.0;2015-10-09-12-18-48
38;n17;Scrambled moving;4.0;-1.0;29.7740001678;0.783999919891;60.0;2015-10-09-12-18-48
39;n17;Scrambled moving;4.0;-1.0;31.4430000782;0.917000055313;60.0;2015-10-09-12-18-48
40;n17;Scrambled moving;4.0;-1.0;33.3280000687;0.884000062943;60.0;2015-10-09-12-18-48
41;n17;Scrambled moving;4.0;-1.0;34.9790000916;0.634000062943;60.0;2015-10-09-12-18-48
42;n17;Scrambled moving;4.0;-1.0;36.6300001144;0.684000015259;60.0;2015-10-09-12-18-48
43;n17;Scrambled moving;4.0;-1.0;38.0980000496;0.983999967575;60.0;2015-10-09-12-18-48
44;n17;Scrambled moving;4.0;-1.0;39.8660001755;0.750999927521;60.0;2015-10-09-12-18-48
45;n17;Scrambled moving;4.0;-1.0;41.4010000229;0.934000015259;60.0;2015-10-09-12-18-48
46;n17;Scrambled moving;4.0;-1.0;43.0690000057;0.884000062943;60.0;2015-10-09-12-18-48
47;n17;Scrambled moving;4.0;-1.0;45.1870000362;0.967000007629;60.0;2015-10-09-12-18-48
48;n17;Scrambled moving;4.0;-1.0;47.3050000668;0.801000118256;60.0;2015-10-09-12-18-48
49;n17;Scrambled moving;4.0;-1.0;49.1240000725;0.667999982834;60.0;2015-10-09-12-18-48
50;n17;Scrambled moving;4.0;-1.0;50.5920000076;1.01800012589;60.0;2015-10-09-12-18-48
51;n17;Scrambled moving;4.0;-1.0;52.4440000057;1.03400015831;60.0;2015-10-09-12-18-48
52;n17;Scrambled moving;4.0;-1.0;54.228000164;0.750999927521;60.0;2015-10-09-12-18-48
53;n17;Scrambled moving;4.0;-1.0;56.0130000114;0.834000110626;60.0;2015-10-09-12-18-48
54;n17;Scrambled moving;4.0;-1.0;57.5470001698;0.65099978447;60.0;2015-10-09-12-18-48
55;n17;Scrambled moving;4.0;-1.0;58.9820001125;0.800999879837;60.0;2015-10-09-12-18-48
